pair_id,investigator_id,investigator_name,investigator_paradigm,investigator_family,evidence_top3,opportunity_id,notice_number,notice_title,designation,notice_family,purpose_excerpt,stratum,synthetic,tier_a,reason_a,axis_reason_a,tier_b,reason_b,axis_reason_b,tier_adj,reason_adj,axis_reason_adj,notes
g029,2ed11cbc-29c0-400a-b807-ebeea70f9c8e,Marlys S Fassett,Animal-model research,preclinical,Illuminating IL-31-producing cells in allergic skin disease (1R03AR082948-01 · FY2023 · R03) | IL-31-dependent neurogenic inflammation restrains cutaneous type 2 immune response in allergic dermatitis. | Identification of Functionally Relevant microRNAs in the Regulation of Allergic Inflammation.,e6a816aa-5c8b-460a-9226-3cd7fc2bea1b,PAR-27-082,NIAID Investigator Initiated Program Project Applications (P01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,none,"The mission of the National Institute of Allergy and Infectious Diseases (NIAID) is to conduct and support basic and applied research to better understand, treat, and ultimately prevent infectious, immunologic, and allergic diseases. To accomplish its mission, NIAID conducts and supports a comprehensive portfolio of research on the biology and pathogenesis of microbes; host-microbe interactions; the mechanisms of normal immune system development and function across the lifespan, and/or in response to infectious pathogens; immune dysfunction resulting in allergy, asthma, autoimmunity,…",current,,,,,,,,,,,
g030,b4b23925-cb44-4cee-b9b3-10ea0fa383b6,Samuel J Pleasure,Molecular / cellular mechanistic,discovery,Aberrant FGF signaling promotes granule neuron precursor expansion in SHH subgroup infantile medulloblastoma. | The Neocortical Progenitor Specification Program Is Established through Combined Modulation of SHH and FGF Signaling. | Antigen-directed therapies for autoantibody associated neuroinflammatory diseases. (1RM1NS138808-01 · FY2025 · RM1),5fda7616-99f5-40d4-abab-d5db4df5326b,PAR-25-037,Cellular and Molecular Biology of Complex Brain Disorders (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"This Notice of Funding Opportunity (NOFO) encourages research on the biology of high confidence risk factors associated with complex brain disorders, with a focus on the intracellular, transcellular and circuit substrates of neural function. For the purposes of this NOFO , the term ""complex"" can refer to a multifactorial contribution to risk (e.g., polygenic and/or environmental) and/or highly distributed functional features of the brain disorder. Studies may be either hypothesis-generating (unbiased discovery) or hypothesis-testing in design and may utilize in vivo, in situ, or in vitro…",current,,,,,,,,,,,
g031,2852a78f-5026-4c54-b77b-a9ae7c1d0d17,Andrei Goga,Molecular / cellular mechanistic,discovery,Tumor cell-adipocyte gap junctions activate lipolysis and contribute to breast tumorigenesis. | Alanine catabolism as a targetable vulnerability for MYC-driven liver cancer. | Tumor Cell Spatial Organization Directs EGFR/RAS/RAF Pathway Primary Therapy Resistance through YAP Signaling.,45031d63-28a3-40da-8a70-ff5fb2a8ac9e,PAR-25-070,Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"Through this notice of funding opportunity (NOFO), the National Cancer Institute (NCI) invites applications for investigator-initiated studies addressing mechanisms by which incretin mimetics, specifically glucagon-like peptide (GLP)-1 or dual GLP-1/glucose-dependent insulinotropic polypeptide (GIP)-1 receptor agonists (RAs), impact cancer risk. The focus on these agents is due to their reported effects on thyroid, prostate and other cancer risks, and the generally more favorable efficacy and side effect profile compared to other classes of incretin mimetics. In addition, this NOFO seeks to…",current,,,,,,,,,,,
g032,0ec1e65f-ee29-4dc6-9ed0-914358c12ed7,Mark S Anderson,Molecular / cellular mechanistic,discovery,"Autoimmune origin for immune checkpoint inhibitor-diabetes revealed by deep immune phenotyping of the pancreas. | A balancing act in the control of self-antigen expression. | Role of Pancreatic Elastase in Beta Cell Health, Autoimmunity and Type 1 Diabetes (1U01DK143494-01 · FY2025 · U01)",ca5ae9ed-6b20-41b0-8862-9fd44d06f14a,RFA-DK-27-108,"Continuation of the Cardiovascular Repository for-Type 1 Diabetes (CARE-T1D) Consortium U01 (Open Competition)- Research (U01, Clinical Trial Not Allowed)",Clinical Trial Not Allowed,discovery,"The NIH Cardiovascular Repository for Type 1 Diabetes (CaRe-T1D) was created to improve research on type 1 diabetes (T1D) and cardiovascular disease (CVD). Cardiovascular complications remain the top cause of death among people with T1D and greatly shorten lifespan. The mechanisms underlying atherosclerosis, cardiomyopathy, endothelial dysfunction, and cardiac autonomic neuropathy in T1D remain poorly understood. While managing traditional risk factors–such as high blood glucose, high blood pressure, and elevated cholesterol lower cardiovascular risk, a significant residual risk remains even…",current,,,,,,,,,,,
g033,32a5d658-b56b-4701-9008-fa26c56378a2,Jill A Hollenbach,Molecular / cellular mechanistic,discovery,Autoreactomes in Healthy Individuals Vary According to HLA Class II Genotype. | Copy number variation at the complement C4 locus is associated with risk for multiple sclerosis. | An HLA Association With COVID-19 Vaccine Reactogenicity Correlates With Fewer SARS-CoV-2 Infections and Monocyte Activation.,d40cae3b-c777-425a-a24e-ea9dc9ea9fc3,PAR-25-185,Screening and Functional Validation of Genomic Variants Associated with Human Congenital Anomalies (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"Rapid advances in genotyping and next generation sequencing technologies have led to the identification of genetic variants that are associated with a wide variety of congenital defects including structural congenital anomalies (SCAs), intellectual developmental disabilities (IDDs) and inborn errors of metabolism (IEMs). Large quantities of genomic data collected from pediatric congenital anomalies cohorts are available to the research community through several databases such as the Database of Genotypes and Phenotypes (dbGaP), the Gabriella Miller Kids First Data Resource Portal, the…",current,,,,,,,,,,,
g034,c65afc81-a5f0-4946-acfa-fc7576ca2218,Jayanta Debnath,Molecular / cellular mechanistic,discovery,Membrane ATG8ylation in secretory autophagy. | Autophagy-targeted NBR1-p62/SQSTM1 complexes promote breast cancer metastasis by sequestering ITCH. | LC3-dependent EV loading and secretion (LDELS) promotes TFRC (transferrin receptor) secretion via extracellular vesicles.,8377a065-fed6-42a9-91a3-b8b66c3c45bf,PAR-25-038,Cellular and Molecular Biology of Complex Brain Disorders (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"This Notice of Funding Opportunity (NOFO) encourages research on the biology of high-confidence risk factors associated with complex brain disorders, with a focus on the intracellular, transcellular, and circuit substrates of neural function. For the purposes of this NOFO, the term ""complex"" can refer to a multifactorial contribution to risk (e.g., polygenic and/or environmental) and/or highly distributed functional features of the brain disorder. Studies may be either hypothesis-generating (unbiased discovery) or hypothesis-testing in design and may utilize in vivo, in situ or in vitro…",current,,,,,,,,,,,
g035,e7ad1842-9635-40c3-89b0-b0efae927f63,Peter J Turnbaugh,Molecular / cellular mechanistic,discovery,Shifts in the human gut microbiome during cancer chemotherapy are diet-dependent. | Expansion of a bacterial operon during cancer treatment ameliorates drug toxicity. | Gut bacterial lactate stimulates lung epithelial mitochondria and exacerbates acute lung injury.,49640efe-2d80-4f97-8519-dd41989344d8,PAR-25-069,Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R01 Clinical Trial Optional),Clinical Trial Optional,none,"Through this notice of funding opportunity (NOFO), the National Cancer Institute (NCI) invites applications for investigator-initiated studies addressing mechanisms by which incretin mimetics, specifically glucagon-like peptide (GLP)-1 or dual GLP-1/ glucose?dependent insulinotropic polypepide (GIP)-1 receptor agonists (RAs), impact cancer risk. The focus on these agents is due to their reported effects on thyroid, prostate and other cancer risks, and the generally more favorable efficacy and side effect profile compared to other classes of incretin mimetics. In addition, this NOFO seeks to…",current,,,,,,,,,,,
g036,604d2746-e207-465a-a651-b3f8520b590f,Karin Pelka,Molecular / cellular mechanistic,discovery,Neighborhood nonnegative matrix factorization identifies patterns and spatially-variable genes in large-scale spatial transcriptomics data. | A spatial profiling-based immune hub perturbation platform to improve immunotherapy in colon cancer (1R37CA295736-01A1 · FY2025 · R37) | Dual checkpoint T(h1)eamwork makes the anti-cancer dream work.,0dc3d38a-d434-42a6-963e-a7658f690bd0,RFA-CA-27-012,Metastasis Research Network (U54 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"The purpose of this Notice of Funding Opportunity (NOFO) is to encourage applications that will contribute to developing a comprehensive and cohesive understanding of cancer metastasis. Towards this goal, the National Cancer Institute (NCI) will support several U54 Specialized Research Centers that together will form the hub of the Metastasis Research Network (MetNet). Each MetNet Center should propose an overarching scientific theme that will be pursued through two or three inter- and multidisciplinary basic research projects. The projects should use integrative systems approaches to…",current,,,,,,,,,,,
g037,3c89de7d-b0a9-4cb3-8bab-9799212dd3fa,Qizhi Tang,Translational,translational,"iSTAR Tregs (1U01DK137140-01 · FY2023 · U01) | Pharmacokinetics, lineage identity, and trafficking of ex vivo expanded polyclonal regulatory T cells in a prospective randomized clinical trial of kidney transplant recipients with allograft inflammation. | Rebalancing the Immune System to Treat Type 1 Diabetes.",6d33b76b-4816-420b-93e4-dc77c0d64bf9,RFA-DK-27-109,Single Source Competition: Continuation of the Cardiovascular Repository for Type 1 Diabetes (CaRe-T1D) - Resource Center (U24 Clinical Trial Not Allowed),Clinical Trial Not Allowed,none,"This Notice of Funding Opportunity (NOFO) invites a single cooperative agreement application for the Resource Center for the Cardiovascular Repository for Type 1 Diabetes (CaRe-T1D). The purpose of CaRe-T1D is to support innovative, discovery and mechanistic research through the study of human cardiovascular (CV) tissue. This research seeks to better understand cardiovascular disease (CVD) in type 1 diabetes, highlight differences compared to type 2 diabetes, and ultimately guide the development of therapies to treat this major cause of morbidity and mortality for individuals with type 1…",current,,,,,,,,,,,
g038,04e59cf5-600a-462c-91bc-b2b97f122c3d,Kole T Roybal,Translational,translational,Synthetic Hybrid Receptors for Safer and Programmable T Cell Therapy. | Engineered receptors for soluble cellular communication and disease sensing. | Naturally occurring T cell mutations enhance engineered T cell therapies.,840a60f5-2c2f-45bf-8335-ce7e7dda2f3f,RFA-CA-27-005,Glioblastoma Therapeutics Network (GTN) (U19 Clinical Trial Required),Clinical Trial Required,translational,"The overall goal of this Notice of Funding Opportunity (NOFO) is to improve the treatment of adult Glioblastoma Multiforme (GBM) by developing novel effective agents that can cross the blood brain barrier (BBB) and testing them in the clinic. To implement this initiative, multi-institutional teams are invited to participate in the Glioblastoma Therapeutics Network (GTN). Each GTN team is expected to drive therapeutic agent(s) from late pre-clinical development, through IND studies, into pilot clinical studies in humans. Successful early-stage trials of these new drugs would transition…",current,,,,,,,,,,,
